aln	tcas	D.Symbol	D.Name	tcas_name	D.Chrom	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC031762	TcasGA2_TC031762	gnl|WGS:AAJJ|TC031762-PA	CG4041	uncharacterized protein Dmel_CG4041	TcasGA2-TC031762	chromosome X	KQ972226.1	96273	110012	13740	-	Mariner Mos1 transposase-like Protein	NA
TcasGA2-TC031763	TcasGA2_TC031763	gnl|WGS:AAJJ|TC031763-PA	CG1801	uncharacterized protein Dmel_CG1801	TcasGA2-TC031763	chromosome X	KQ972226.1	110064	139462	29399	-	hypothetical protein	NA
TcasGA2-TC031764	TcasGA2_TC031764	gnl|WGS:AAJJ|TC031764-PA	CG3764	uncharacterized protein Dmel_CG3764, isoform C	TcasGA2-TC031764	chromosome 3L	KQ972226.1	159740	170592	10853	-	hypothetical protein	NA
TcasGA2-TC031765	TcasGA2_TC031765	gnl|WGS:AAJJ|TC031765-PA	ca	claret, isoform C	TcasGA2-TC031765	chromosome 3R	KQ972669.1	69125	87574	18450	-	hypothetical protein	NA
TcasGA2-TC031766	TcasGA2_TC031766	gnl|WGS:AAJJ|TC031766-PA	NA	NA	TcasGA2-TC031766	NA	KQ972669.1	90179	132659	42481	-	Serine/threonine-protein kinase tousled-like 2	NA
TcasGA2-TC031767	TcasGA2_TC031767	gnl|WGS:AAJJ|TC031767-PB	CG15127	uncharacterized protein Dmel_CG15127	TcasGA2-TC031767	chromosome 2R	KQ973213.1	9272	23264	13993	-	hypothetical protein	NA
TcasGA2-TC031769	TcasGA2_TC031769	gnl|WGS:AAJJ|TC031769-PA	alpha-Est6	alpha-Esterase-6	TcasGA2-TC031769	chromosome 3R	KQ972140.1	583	904	322	-	hypothetical protein	NA
TcasGA2-TC031770	TcasGA2_TC031770	gnl|WGS:AAJJ|TC031770-PA	CG17032	uncharacterized protein Dmel_CG17032, isoform B	TcasGA2-TC031770	chromosome 3L	CM000276.3	255425	258698	3274	-	hypothetical protein	X
TcasGA2-TC031771	TcasGA2_TC031771	gnl|WGS:AAJJ|TC031771-PA	eEF1alpha1	eukaryotic translation elongation factor 1 alpha 1, isoform D	TcasGA2-TC031771	chromosome 2R	CM000276.3	285447	293651	8205	+	Elongation factor 1-alpha 1-like Protein	X
TcasGA2-TC031773	TcasGA2_TC031773	gnl|WGS:AAJJ|TC031773-PA	CG4598	uncharacterized protein Dmel_CG4598, isoform B	TcasGA2-TC031773	chromosome 2L	CM000276.3	512212	519273	7062	+	hypothetical protein	X
TcasGA2-TC031774	TcasGA2_TC031774	gnl|WGS:AAJJ|TC031774-PA	D19A	D19A	TcasGA2-TC031774	chromosome 3L	CM000276.3	519289	520750	1462	-	hypothetical protein	X
TcasGA2-TC031775	TcasGA2_TC031775	gnl|WGS:AAJJ|TC031775-PA	larp	La related protein, isoform G	TcasGA2-TC031775	chromosome 3R	KQ971649.1	5492	12170	6679	+	hypothetical protein	NA
TcasGA2-TC031776	TcasGA2_TC031776	gnl|WGS:AAJJ|TC031776-PA	CG9692	uncharacterized protein Dmel_CG9692, isoform B	TcasGA2-TC031776	chromosome 3L	KQ972733.1	6518	27404	20887	-	hypothetical protein	NA
TcasGA2-TC031777	TcasGA2_TC031777	gnl|WGS:AAJJ|TC031777-PA	CG6923	uncharacterized protein Dmel_CG6923, isoform C	TcasGA2-TC031777	chromosome 3R	KQ972733.1	30915	48184	17270	-	hypothetical protein	NA
TcasGA2-TC031778	TcasGA2_TC031778	gnl|WGS:AAJJ|TC031778-PA	Arc2	Arc2	TcasGA2-TC031778	chromosome 2R	KQ972733.1	59347	83844	24498	-	hypothetical protein	NA
TcasGA2-TC031779	TcasGA2_TC031779	gnl|WGS:AAJJ|TC031779-PA	bsh	brain-specific homeobox, isoform C	TcasGA2-TC031779	chromosome 2L	KQ972874.1	9260	12907	3648	-	hypothetical protein	NA
TcasGA2-TC031781	TcasGA2_TC031781	gnl|WGS:AAJJ|TC031781-PA	CG10077	uncharacterized protein Dmel_CG10077, isoform D	TcasGA2-TC031781	chromosome 3L	KQ971910.1	929	14624	13696	-	hypothetical protein	NA
TcasGA2-TC031782	TcasGA2_TC031782	gnl|WGS:AAJJ|TC031782-PA	fra	frazzled, isoform C	TcasGA2-TC031782	chromosome 2R	KQ972285.1	1	1244	1244	-	Neuroglian-like Protein	NA
TcasGA2-TC031784	TcasGA2_TC031784	gnl|WGS:AAJJ|TC031784-PA	CG7987	uncharacterized protein Dmel_CG7987, isoform A	TcasGA2-TC031784	chromosome 3R	KQ971759.1	30145	31749	1605	-	hypothetical protein	NA
TcasGA2-TC031785	TcasGA2_TC031785	gnl|WGS:AAJJ|TC031785-PA	26-29-p	26-29kD-proteinase	TcasGA2-TC031785	chromosome 3L	KQ971759.1	40992	42549	1558	-	hypothetical protein	NA
TcasGA2-TC031786	TcasGA2_TC031786	gnl|WGS:AAJJ|TC031786-PA	Ist1	Ist1, isoform A	TcasGA2-TC031786	chromosome 3L	KQ971759.1	55504	66069	10566	-	hypothetical protein	NA
TcasGA2-TC031787	TcasGA2_TC031787	gnl|WGS:AAJJ|TC031787-PA	tst	twister, isoform B	TcasGA2-TC031787	chromosome 3R	KQ973319.1	20839	23852	3014	+	hypothetical protein	NA
TcasGA2-TC031788	TcasGA2_TC031788	gnl|WGS:AAJJ|TC031788-PA	CG13008	uncharacterized protein Dmel_CG13008	TcasGA2-TC031788	chromosome X	KQ973319.1	35764	39114	3351	-	hypothetical protein	NA
TcasGA2-TC031789	TcasGA2_TC031789	gnl|WGS:AAJJ|TC031789-PA	CG43125	uncharacterized protein Dmel_CG43125	TcasGA2-TC031789	chromosome 3R	KQ973319.1	53275	53844	570	-	hypothetical protein	NA
TcasGA2-TC031790	TcasGA2_TC031790	gnl|WGS:AAJJ|TC031790-PA	HtrA2	HTRA2-related serine protease, isoform B	TcasGA2-TC031790	chromosome 3R	KQ971409.1	15037	24764	9728	-	hypothetical protein	NA
TcasGA2-TC031791	TcasGA2_TC031791	gnl|WGS:AAJJ|TC031791-PA	LManVI	lysosomal alpha-mannosidase VI	TcasGA2-TC031791	chromosome 2L	KQ971409.1	38176	39722	1547	+	hypothetical protein	NA
TcasGA2-TC031792	TcasGA2_TC031792	gnl|WGS:AAJJ|TC031792-PA	fliI	flightless I	TcasGA2-TC031792	chromosome X	KQ971409.1	63704	70694	6991	-	hypothetical protein	NA
TcasGA2-TC031793	TcasGA2_TC031793	gnl|WGS:AAJJ|TC031793-PA	Rca1	regulator of cyclin A1	TcasGA2-TC031793	chromosome 2L	KQ971409.1	82186	82870	685	+	hypothetical protein	NA
TcasGA2-TC031794	TcasGA2_TC031794	gnl|WGS:AAJJ|TC031794-PA	CG46244	Leukocyte-antigen-related-like, isoform D	TcasGA2-TC031794	chromosome 2L	KQ971409.1	149288	159146	9859	-	Receptor-type tyrosine-protein phosphatase H-like Protein	NA
TcasGA2-TC031795	TcasGA2_TC031795	gnl|WGS:AAJJ|TC031795-PA	svr	silver, isoform J	TcasGA2-TC031795	chromosome X	KQ971409.1	175898	200679	24782	+	Carboxypeptidase D-like Protein	NA
TcasGA2-TC031796	TcasGA2_TC031796	gnl|WGS:AAJJ|TC031796-PA	Mps1	monopolar spindle 1, isoform B	TcasGA2-TC031796	chromosome 3R	KQ971409.1	223576	233080	9505	+	hypothetical protein	NA
TcasGA2-TC031797	TcasGA2_TC031797	gnl|WGS:AAJJ|TC031797-PA	SIDL	shal interactor of Di-Leucine motif	TcasGA2-TC031797	chromosome 3R	KQ971409.1	245722	248376	2655	-	hypothetical protein	NA
TcasGA2-TC031798	TcasGA2_TC031798	gnl|WGS:AAJJ|TC031798-PA	Tnpo	transportin, isoform D	TcasGA2-TC031798	chromosome 3L	KQ971409.1	245817	248384	2568	-	hypothetical protein	NA
TcasGA2-TC031799	TcasGA2_TC031799	gnl|WGS:AAJJ|TC031799-PA	Nup50	nucleoporin 50kD	TcasGA2-TC031799	chromosome 2R	KQ971409.1	257848	259298	1451	+	hypothetical protein	NA
TcasGA2-TC031800	TcasGA2_TC031800	gnl|WGS:AAJJ|TC031800-PA	Sgt	small glutamine-rich tetratricopeptide containing protein, isoform B	TcasGA2-TC031800	chromosome 2L	KQ971409.1	290688	291564	877	+	Small glutamine-rich tetratricopeptide repeat-containing protein alpha-like Protein	NA
TcasGA2-TC031801	TcasGA2_TC031801	gnl|WGS:AAJJ|TC031801-PA	ABCA	ATP binding cassette subfamily A, isoform C	TcasGA2-TC031801	chromosome X	KQ971409.1	399509	426251	26743	+	hypothetical protein	NA
TcasGA2-TC031802	TcasGA2_TC031802	gnl|WGS:AAJJ|TC031802-PA	rnh1	ribonuclease H1, isoform B	TcasGA2-TC031802	chromosome 2R	KQ971409.1	432822	445638	12817	-	hypothetical protein	NA
TcasGA2-TC031803	TcasGA2_TC031803	gnl|WGS:AAJJ|TC031803-PA	l(1)G0193	lethal (1) G0193, isoform A	TcasGA2-TC031803	chromosome X	KQ971409.1	449450	477715	28266	+	hypothetical protein	NA
TcasGA2-TC031804	TcasGA2_TC031804	gnl|WGS:AAJJ|TC031804-PA	drpr	draper, isoform A	TcasGA2-TC031804	chromosome 3L	KQ971409.1	486063	497030	10968	-	hypothetical protein	NA
TcasGA2-TC031805	TcasGA2_TC031805	gnl|WGS:AAJJ|TC031805-PA	l(1)G0193	lethal (1) G0193, isoform A	TcasGA2-TC031805	chromosome X	KQ971409.1	497849	504573	6725	+	hypothetical protein	NA
TcasGA2-TC031806	TcasGA2_TC031806	gnl|WGS:AAJJ|TC031806-PA	mmd	mind-meld, isoform H	TcasGA2-TC031806	chromosome X	KQ971409.1	513139	520373	7235	+	hypothetical protein	NA
TcasGA2-TC031807	TcasGA2_TC031807	gnl|WGS:AAJJ|TC031807-PA	Ptp69D	protein tyrosine phosphatase 69D, isoform B	TcasGA2-TC031807	chromosome 3L	KQ971409.1	521489	540035	18547	+	hypothetical protein	NA
TcasGA2-TC031808	TcasGA2_TC031808	gnl|WGS:AAJJ|TC031808-PA	CG13532	uncharacterized protein Dmel_CG13532	TcasGA2-TC031808	chromosome 2R	KQ972213.1	9712	14684	4973	-	hypothetical protein	NA
TcasGA2-TC031809	TcasGA2_TC031809	gnl|WGS:AAJJ|TC031809-PA	Golgin245	Golgin-245	TcasGA2-TC031809	chromosome 2R	KQ972213.1	15086	21614	6529	-	hypothetical protein	NA
TcasGA2-TC031811	TcasGA2_TC031811	gnl|WGS:AAJJ|TC031811-PA	Cpr50Cb	cuticular protein 50Cb	TcasGA2-TC031811	chromosome 2R	KQ972213.1	166782	175437	8656	-	hypothetical protein	NA
TcasGA2-TC031812	TcasGA2_TC031812	gnl|WGS:AAJJ|TC031812-PA	kud	kuduk, isoform B	TcasGA2-TC031812	chromosome 3L	KQ972213.1	235890	236497	608	-	Transmembrane protein 258 homolog-like Protein	NA
TcasGA2-TC031813	TcasGA2_TC031813	gnl|WGS:AAJJ|TC031813-PA	Mulk	Multi-substrate lipid kinase	TcasGA2-TC031813	chromosome 2L	KQ972643.1	23	1009	987	+	hypothetical protein	NA
TcasGA2-TC031815	TcasGA2_TC031815	gnl|WGS:AAJJ|TC031815-PA	sha	shavenoid, isoform B	TcasGA2-TC031815	chromosome 2R	KQ973148.1	3666	3931	266	+	hypothetical protein	NA
TcasGA2-TC031816	TcasGA2_TC031816	gnl|WGS:AAJJ|TC031816-PA	Vps13B	vacuolar protein sorting 13B, isoform A	TcasGA2-TC031816	chromosome 3R	KQ973148.1	56146	57788	1643	+	hypothetical protein	NA
TcasGA2-TC031817	TcasGA2_TC031817	gnl|WGS:AAJJ|TC031817-PA	CG32631	uncharacterized protein Dmel_CG32631	TcasGA2-TC031817	chromosome X	KQ973148.1	131042	142284	11243	-	hypothetical protein	NA
TcasGA2-TC031818	TcasGA2_TC031818	gnl|WGS:AAJJ|TC031818-PA	l(1)G0020	lethal (1) G0020, isoform B	TcasGA2-TC031818	chromosome X	KQ973148.1	144426	147864	3439	+	hypothetical protein	NA
TcasGA2-TC031821	TcasGA2_TC031821	gnl|WGS:AAJJ|TC031821-PA	Sap130	Sin3A-associated protein 130, isoform F	TcasGA2-TC031821	chromosome 3L	KQ973148.1	161446	168162	6717	+	hypothetical protein	NA
TcasGA2-TC031822	TcasGA2_TC031822	gnl|WGS:AAJJ|TC031822-PA	CG13699	uncharacterized protein Dmel_CG13699	TcasGA2-TC031822	chromosome 3L	KQ973148.1	171777	173484	1708	-	hypothetical protein	NA
TcasGA2-TC031823	TcasGA2_TC031823	gnl|WGS:AAJJ|TC031823-PA	CG7330	uncharacterized protein Dmel_CG7330, isoform B	TcasGA2-TC031823	chromosome 3L	KQ973148.1	173577	185014	11438	-	hypothetical protein	NA
TcasGA2-TC031825	TcasGA2_TC031825	gnl|WGS:AAJJ|TC031825-PA	beta4GalNAcTA	beta1,4-N-acetylgalactosaminyltransferase A	TcasGA2-TC031825	chromosome 2R	KQ972626.1	3	179	177	+	Beta-1,4-N-acetylgalactosaminyltransferase bre-4-like Protein	NA
TcasGA2-TC031826	TcasGA2_TC031826	gnl|WGS:AAJJ|TC031826-PB	gukh	GUK-holder, isoform A	TcasGA2-TC031826	chromosome 3R	KQ971979.1	5077	19622	14546	+	hypothetical protein	NA
TcasGA2-TC031827	TcasGA2_TC031827	gnl|WGS:AAJJ|TC031827-PA	mgl	megalin, isoform A	TcasGA2-TC031827	chromosome X	KQ972587.1	922	2604	1683	-	hypothetical protein	NA
TcasGA2-TC031828	TcasGA2_TC031828	gnl|WGS:AAJJ|TC031828-PA	Ir25a	ionotropic receptor 25a, isoform E	TcasGA2-TC031828	chromosome 2L	KQ973257.1	34	1052	1019	+	hypothetical protein	NA
TcasGA2-TC031829	TcasGA2_TC031829	gnl|WGS:AAJJ|TC031829-PA	CG5087	uncharacterized protein Dmel_CG5087, isoform B	TcasGA2-TC031829	chromosome 3L	KQ972275.1	43	1440	1398	+	hypothetical protein	NA
TcasGA2-TC031830	TcasGA2_TC031830	gnl|WGS:AAJJ|TC031830-PA	Ptp69D	protein tyrosine phosphatase 69D, isoform A	TcasGA2-TC031830	chromosome 3L	KQ971492.1	1816	63293	61478	+	hypothetical protein	NA
TcasGA2-TC031831	TcasGA2_TC031831	gnl|WGS:AAJJ|TC031831-PA	wry	weary, isoform D	TcasGA2-TC031831	chromosome 2L	KQ971466.1	70573	82754	12182	-	Neurogenic locus Notch protein-like Protein	NA
TcasGA2-TC031832	TcasGA2_TC031832	gnl|WGS:AAJJ|TC031832-PA	CG7542	uncharacterized protein Dmel_CG7542, isoform B	TcasGA2-TC031832	chromosome 3L	KQ971466.1	88016	88721	706	+	hypothetical protein	NA
TcasGA2-TC031833	TcasGA2_TC031833	gnl|WGS:AAJJ|TC031833-PA	wry	weary, isoform D	TcasGA2-TC031833	chromosome 2L	KQ971466.1	97060	117334	20275	-	hypothetical protein	NA
TcasGA2-TC031834	TcasGA2_TC031834	gnl|WGS:AAJJ|TC031834-PA	LpR1	lipophorin receptor 1, isoform L	TcasGA2-TC031834	chromosome 3R	KQ971466.1	122976	160864	37889	+	Putative vitellogenin receptor-like Protein	NA
TcasGA2-TC031835	TcasGA2_TC031835	gnl|WGS:AAJJ|TC031835-PA	Camta	Calmodulin-binding transcription activator, isoform F	TcasGA2-TC031835	chromosome 2R	KQ972701.1	1	2774	2774	-	hypothetical protein	NA
TcasGA2-TC031836	TcasGA2_TC031836	gnl|WGS:AAJJ|TC031836-PA	CG12325	uncharacterized protein Dmel_CG12325, isoform B	TcasGA2-TC031836	chromosome 2R	KQ972659.1	1276	2551	1276	+	Periodic tryptophan protein 2 homolog-like Protein	NA
TcasGA2-TC031837	TcasGA2_TC031837	gnl|WGS:AAJJ|TC031837-PA	ana3	anastral spindle 3	TcasGA2-TC031837	chromosome 2R	CM000280.3	7140590	7141020	431	+	hypothetical protein	5
TcasGA2-TC031838	TcasGA2_TC031838	gnl|WGS:AAJJ|TC031838-PA	IKKbeta	I-kappaB kinase beta	TcasGA2-TC031838	chromosome 3R	KQ972393.1	25	2667	2643	+	Inhibitor of nuclear factor kappa-B kinase subunit beta-like Protein	NA
TcasGA2-TC031841	TcasGA2_TC031841	gnl|WGS:AAJJ|TC031841-PA	Fit1	fermitin 1, isoform B	TcasGA2-TC031841	chromosome 3L	KQ971897.1	52100	77467	25368	-	hypothetical protein	NA
TcasGA2-TC031842	TcasGA2_TC031842	gnl|WGS:AAJJ|TC031842-PA	CNBP	CCHC-type zinc finger nucleic acid binding protein, isoform B	TcasGA2-TC031842	chromosome 2R	KQ973300.1	32	4729	4698	+	hypothetical protein	NA
TcasGA2-TC031843	TcasGA2_TC031843	gnl|WGS:AAJJ|TC031843-PA	His3:CG33803	histone H3	TcasGA2-TC031843	chromosome 2L	KQ972721.1	45	2998	2954	+	Histone H3-like Protein	NA
TcasGA2-TC031844	TcasGA2_TC031844	gnl|WGS:AAJJ|TC031844-PA	dtn	detonator, isoform C	TcasGA2-TC031844	chromosome X	KQ972687.1	20717	60614	39898	-	Transmembrane protein 132D-like Protein	NA
TcasGA2-TC031845	TcasGA2_TC031845	gnl|WGS:AAJJ|TC031845-PA	Khc-73	kinesin heavy chain 73, isoform A	TcasGA2-TC031845	chromosome 2R	KQ973343.1	26	6620	6595	+	hypothetical protein	NA
TcasGA2-TC031847	TcasGA2_TC031847	gnl|WGS:AAJJ|TC031847-PA	CG5274	uncharacterized protein Dmel_CG5274, isoform A	TcasGA2-TC031847	chromosome 3L	KQ973343.1	59614	65448	5835	+	hypothetical protein	NA
TcasGA2-TC031848	TcasGA2_TC031848	gnl|WGS:AAJJ|TC031848-PA	CNBP	CCHC-type zinc finger nucleic acid binding protein, isoform B	TcasGA2-TC031848	chromosome 2R	KQ972251.1	1	5784	5784	-	hypothetical protein	NA
TcasGA2-TC031849	TcasGA2_TC031849	gnl|WGS:AAJJ|TC031849-PA	Iml1	increased minichromosome loss 1, isoform C	TcasGA2-TC031849	chromosome 3L	KQ972501.1	3	1642	1640	+	hypothetical protein	NA
TcasGA2-TC031850	TcasGA2_TC031850	gnl|WGS:AAJJ|TC031850-PA	unc-13	unc-13, isoform F	TcasGA2-TC031850	chromosome 4	KQ972501.1	4856	10380	5525	+	hypothetical protein	NA
TcasGA2-TC031851	TcasGA2_TC031851	gnl|WGS:AAJJ|TC031851-PA	CG31643	uncharacterized protein Dmel_CG31643, isoform B	TcasGA2-TC031851	chromosome 2L	KQ972501.1	8479	13344	4866	-	hypothetical protein	NA
TcasGA2-TC031853	TcasGA2_TC031853	gnl|WGS:AAJJ|TC031853-PA	rn	rotund, isoform C	TcasGA2-TC031853	chromosome 3R	KQ973123.1	3128	145372	142245	+	Zinc finger protein rotund-like Protein	NA
TcasGA2-TC031854	TcasGA2_TC031854	gnl|WGS:AAJJ|TC031854-PA	Dgk	diacyl glycerol kinase, isoform E	TcasGA2-TC031854	chromosome 2R	KQ972982.1	1	2644	2644	-	hypothetical protein	NA
TcasGA2-TC031855	TcasGA2_TC031855	gnl|WGS:AAJJ|TC031855-PA	CG10353	uncharacterized protein Dmel_CG10353, isoform L	TcasGA2-TC031855	chromosome X	KQ972982.1	6259	12594	6336	-	hypothetical protein	NA
TcasGA2-TC031857	TcasGA2_TC031857	gnl|WGS:AAJJ|TC031857-PA	CG46042	uncharacterized protein Dmel_CG46042	TcasGA2-TC031857	chromosome 3R	KQ972982.1	44944	53454	8511	-	hypothetical protein	NA
TcasGA2-TC031858	TcasGA2_TC031858	gnl|WGS:AAJJ|TC031858-PA	CG4459	uncharacterized protein Dmel_CG4459	TcasGA2-TC031858	chromosome 3R	KQ972715.1	8	569	562	+	hypothetical protein	NA
TcasGA2-TC031860	TcasGA2_TC031860	gnl|WGS:AAJJ|TC031860-PA	fry	furry, isoform F	TcasGA2-TC031860	chromosome 3L	KQ972851.1	1	974	974	-	Retrovirus-related Pol polyprotein from transposon 297-like Protein	NA
TcasGA2-TC031861	TcasGA2_TC031861	gnl|WGS:AAJJ|TC031861-PA	CG6059	uncharacterized protein Dmel_CG6059	TcasGA2-TC031861	chromosome 3R	KQ973328.1	2	1600	1599	+	putative RNA-directed DNA polymerase from transposon X-element-like Protein	NA
TcasGA2-TC031862	TcasGA2_TC031862	gnl|WGS:AAJJ|TC031862-PA	Rcd1	reduction in Cnn dots 1, isoform D	TcasGA2-TC031862	chromosome 2R	KQ971949.1	12	6150	6139	+	hypothetical protein	NA
TcasGA2-TC031863	TcasGA2_TC031863	gnl|WGS:AAJJ|TC031863-PA	ko	knockout, isoform B	TcasGA2-TC031863	chromosome 3L	KQ972618.1	1316	1979	664	+	hypothetical protein	NA
TcasGA2-TC031864	TcasGA2_TC031864	gnl|WGS:AAJJ|TC031864-PA	GC	gamma-glutamyl carboxylase, isoform B	TcasGA2-TC031864	chromosome 3L	KQ972524.1	5	1530	1526	+	hypothetical protein	NA
TcasGA2-TC031865	TcasGA2_TC031865	gnl|WGS:AAJJ|TC031865-PA	CG11180	uncharacterized protein Dmel_CG11180, isoform A	TcasGA2-TC031865	chromosome 2R	KQ971676.1	1	864	864	-	PIN2/TERF1-interacting telomerase inhibitor 1-like Protein	NA
TcasGA2-TC031866	TcasGA2_TC031866	gnl|WGS:AAJJ|TC031866-PA	nwk	nervous wreck, isoform J	TcasGA2-TC031866	chromosome 3L	KQ973083.1	9	777	769	+	hypothetical protein	NA
TcasGA2-TC031871	TcasGA2_TC031871	gnl|WGS:AAJJ|TC031871-PA	gig	gigas, isoform B	TcasGA2-TC031871	chromosome 3L	KQ972170.1	90566	91105	540	+	hypothetical protein	NA
TcasGA2-TC031873	TcasGA2_TC031873	gnl|WGS:AAJJ|TC031873-PA	CG10062	uncharacterized protein Dmel_CG10062, isoform C	TcasGA2-TC031873	chromosome 2R	KQ972852.1	5067	16434	11368	-	hypothetical protein	NA
TcasGA2-TC031874	TcasGA2_TC031874	gnl|WGS:AAJJ|TC031874-PA	CG32473	uncharacterized protein Dmel_CG32473, isoform A	TcasGA2-TC031874	chromosome 3R	KQ973144.1	380	674	295	-	hypothetical protein	NA
TcasGA2-TC031877	TcasGA2_TC031877	gnl|WGS:AAJJ|TC031877-PA	CG30109	uncharacterized protein Dmel_CG30109	TcasGA2-TC031877	chromosome 2R	KQ972625.1	134591	135627	1037	-	TP53-regulated inhibitor of apoptosis 1-like Protein	NA
TcasGA2-TC031878	TcasGA2_TC031878	gnl|WGS:AAJJ|TC031878-PA	CG13148	uncharacterized protein Dmel_CG13148, isoform C	TcasGA2-TC031878	chromosome 2R	KQ972625.1	138922	140961	2040	-	hypothetical protein	NA
TcasGA2-TC031879	TcasGA2_TC031879	gnl|WGS:AAJJ|TC031879-PA	CG16700	uncharacterized protein Dmel_CG16700	TcasGA2-TC031879	chromosome X	KQ972625.1	309374	315464	6091	+	hypothetical protein	NA
TcasGA2-TC031880	TcasGA2_TC031880	gnl|WGS:AAJJ|TC031880-PA	CG7443	uncharacterized protein Dmel_CG7443, isoform B	TcasGA2-TC031880	chromosome 3R	KQ972441.1	1	7354	7354	-	hypothetical protein	NA
TcasGA2-TC031881	TcasGA2_TC031881	gnl|WGS:AAJJ|TC031881-PA	PAPLA1	phosphatidic acid phospholipase A1, isoform A	TcasGA2-TC031881	chromosome 2L	KQ972441.1	6686	9698	3013	+	hypothetical protein	NA
TcasGA2-TC031882	TcasGA2_TC031882	gnl|WGS:AAJJ|TC031882-PA	CG6938	uncharacterized protein Dmel_CG6938, isoform C	TcasGA2-TC031882	chromosome 3L	KQ971643.1	2441	8474	6034	-	hypothetical protein	NA
TcasGA2-TC031884	TcasGA2_TC031884	gnl|WGS:AAJJ|TC031884-PA	ABCA	ATP binding cassette subfamily A, isoform C	TcasGA2-TC031884	chromosome X	KQ973016.1	1942	13224	11283	-	hypothetical protein	NA
TcasGA2-TC031885	TcasGA2_TC031885	gnl|WGS:AAJJ|TC031885-PA	Tektin-C	tektin C, isoform C	TcasGA2-TC031885	chromosome 3L	KQ973366.1	6236	8164	1929	-	Tektin-1-like Protein	NA
TcasGA2-TC031886	TcasGA2_TC031886	gnl|WGS:AAJJ|TC031886-PA	CNBP	CCHC-type zinc finger nucleic acid binding protein, isoform B	TcasGA2-TC031886	chromosome 2R	KQ973342.1	2793	6885	4093	-	hypothetical protein	NA
TcasGA2-TC031887	TcasGA2_TC031887	gnl|WGS:AAJJ|TC031887-PA	clu	clueless, isoform B	TcasGA2-TC031887	chromosome 2R	KQ973217.1	317	754	438	-	hypothetical protein	NA
TcasGA2-TC031888	TcasGA2_TC031888	gnl|WGS:AAJJ|TC031888-PA	GABA-B-R1	metabotropic GABA-B receptor subtype 1, isoform C	TcasGA2-TC031888	chromosome 2L	KQ972264.1	1	314	314	-	hypothetical protein	NA
TcasGA2-TC031889	TcasGA2_TC031889	gnl|WGS:AAJJ|TC031889-PA	CG31926	uncharacterized protein Dmel_CG31926, isoform B	TcasGA2-TC031889	chromosome 2L	KQ971964.1	41	663	623	+	hypothetical protein	NA
TcasGA2-TC031890	TcasGA2_TC031890	gnl|WGS:AAJJ|TC031890-PA	CG42346	uncharacterized protein Dmel_CG42346, isoform D	TcasGA2-TC031890	chromosome X	KQ972230.1	53754	59903	6150	+	hypothetical protein	NA
TcasGA2-TC031891	TcasGA2_TC031891	gnl|WGS:AAJJ|TC031891-PA	CG1317	uncharacterized protein Dmel_CG1317, isoform C	TcasGA2-TC031891	chromosome 3L	KQ973161.1	2	2800	2799	+	hypothetical protein	NA
TcasGA2-TC031892	TcasGA2_TC031892	gnl|WGS:AAJJ|TC031892-PA	Fur2	furin 2, isoform I	TcasGA2-TC031892	chromosome X	KQ972746.1	3056	7423	4368	+	hypothetical protein	NA
TcasGA2-TC031893	TcasGA2_TC031893	gnl|WGS:AAJJ|TC031893-PA	Osi22	osiris 22	TcasGA2-TC031893	chromosome 3R	KQ971615.1	61726	68107	6382	+	hypothetical protein	NA
TcasGA2-TC031894	TcasGA2_TC031894	gnl|WGS:AAJJ|TC031894-PA	l(1)G0193	lethal (1) G0193, isoform A	TcasGA2-TC031894	chromosome X	KQ971615.1	77915	94142	16228	-	hypothetical protein	NA
TcasGA2-TC031895	TcasGA2_TC031895	gnl|WGS:AAJJ|TC031895-PA	CG10035	uncharacterized protein Dmel_CG10035, isoform B	TcasGA2-TC031895	chromosome 3R	KQ971675.1	7639	12304	4666	-	hypothetical protein	NA
TcasGA2-TC031896	TcasGA2_TC031896	gnl|WGS:AAJJ|TC031896-PA	Tb	tubby	TcasGA2-TC031896	chromosome 3R	KQ972849.1	23	580	558	+	hypothetical protein	NA
TcasGA2-TC031897	TcasGA2_TC031897	gnl|WGS:AAJJ|TC031897-PA	raptor	raptor, isoform C	TcasGA2-TC031897	chromosome X	KQ973385.1	7534	8246	713	-	hypothetical protein	NA
TcasGA2-TC031898	TcasGA2_TC031898	gnl|WGS:AAJJ|TC031898-PA	CG32813	uncharacterized protein Dmel_CG32813, isoform H	TcasGA2-TC031898	chromosome X	KQ973309.1	4	1169	1166	+	hypothetical protein	NA
TcasGA2-TC031899	TcasGA2_TC031899	gnl|WGS:AAJJ|TC031899-PA	fu	fused	TcasGA2-TC031899	chromosome X	KQ971689.1	26546	57948	31403	+	Serine/threonine-protein kinase fused-like Protein	NA
TcasGA2-TC031901	TcasGA2_TC031901	gnl|WGS:AAJJ|TC031901-PA	crol	crooked legs, isoform B	TcasGA2-TC031901	chromosome 2L	KQ971689.1	128129	139224	11096	+	Zinc finger protein 208-like Protein	NA
TcasGA2-TC031902	TcasGA2_TC031902	gnl|WGS:AAJJ|TC031902-PA	tim	timeless, isoform S	TcasGA2-TC031902	chromosome 2L	KQ971689.1	142789	143128	340	+	hypothetical protein	NA
